"Ad Group","Click type","Ad status","Device preference","Final URL","Headline 1","Headline 2",Description,"Path 1","Path 2"
,Headline,Enabled,All,https://www.onetech.ai/,"IoT Consulting Partner for
                    Connected Enterprises","Enabling real-time actions with IoT Applications","Developing custom IoT solutions for
                    
                    Fortune and Global Enterprises",,
,Headline,Enabled,All,https://www.onetech.ai/,"IoT Consulting Partner for
                    Connected Enterprises","Enabling real-time actions with IoT Applications","Asset-intensive & Field-force driven Enterprises are leading the shift to Industry 4.0. IoT initiatives that contribute to maximum asset utilization; such as remote asset tracking, equipment health monitoring, and predictive maintenance are their new focus areas.",,
,Headline,Enabled,All,https://www.onetech.ai/,"IoT Consulting Partner for
                    Connected Enterprises","Enabling real-time actions with IoT Applications","Our IoT consultants are enabling enterprises build such systems of intelligence. We define their technology roadmap and IoT implementation strategy. Thereby, helping them achieve higher business value and accelerated business outcomes.  ",,
,Headline,Enabled,All,https://www.onetech.ai/,"IoT Consulting Partner for
                    Connected Enterprises","Enabling real-time actions with IoT Applications","Set-up communication between IoT devices/ equipment with Cloud. Track & collect asset data in real-time for better operational visibility, and automatically respond to situations.",,
,Headline,Enabled,All,https://www.onetech.ai/,"IoT Consulting Partner for
                    Connected Enterprises","Enabling real-time actions with IoT Applications","                                        Integrate remote asset data securely & seamlessly with back-end enterprise systems (CRMs, ERPs) and business applications for intelligent decision-making.
                                    ",,
,Headline,Enabled,All,https://www.onetech.ai/,"IoT Consulting Partner for
                    Connected Enterprises","Enabling real-time actions with IoT Applications","                                        Utilize IoT asset data for predictive analytics and prevent upcoming failures. Enable faster, precise & more effective decisions in real-time.
                                    ",,
,Headline,Enabled,All,https://www.onetech.ai/,"IoT Consulting Partner for
                    Connected Enterprises","Enabling real-time actions with IoT Applications","                                        Global supplier of productivity enhancing instrumentation reduces cost, time & risk of asset repair using IIoT platform. It runs ML model on IoT Edge device to support predictive maintenance of assets.
                                    ",,
,Headline,Enabled,All,https://www.onetech.ai/,"IoT Consulting Partner for
                    Connected Enterprises","Enabling real-time actions with IoT Applications","                                        One of the World’s leading Energy companies forecasts Wind Power generation by monitoring assets' condition in real-time. This reduces the gap between power generation promised & transmitted to Utilities.
                                    ",,
,Headline,Enabled,All,https://www.onetech.ai/,"IoT Consulting Partner for
                    Connected Enterprises","Enabling real-time actions with IoT Applications","                                        Leading American Instrumentation company builds robust IIoT solution that tracks the health of 3000+ connected devices in real-time. This platform also triggers alerts upon devices’ conditional abnormalities.
                                    ",,
,Headline,Enabled,All,https://www.onetech.ai/,"IoT Consulting Partner for
                    Connected Enterprises","Enabling real-time actions with IoT Applications","To keep pace with the ever-increasing changes of Industry 4.0, Original Equipment Manufacturers must modernize their factories using new disruptive technologies – IoT, AI & Cloud. By installing & connecting condition monitoring sensors and building scalable data management platforms, they can proactively manage their assets. Our IoT consulting teams are working with such innovative companies, enabling them to:",,
,Headline,Enabled,All,https://www.onetech.ai/,"IoT Consulting Partner for
                    Connected Enterprises","Enabling real-time actions with IoT Applications","                                    Connect IoT devices/ machines/ equipment to cloud 
                                ",,
,Headline,Enabled,All,https://www.onetech.ai/,"IoT Consulting Partner for
                    Connected Enterprises","Enabling real-time actions with IoT Applications","                                    Set-up bi-directional communication between IoT devices & cloud
                                ",,
