"Ad Group","Click type","Ad status","Device preference","Final URL","Headline 1","Headline 2",Description,"Path 1","Path 2"
Conference,Headline,Enabled,All,https://qode19.com/,"No H1 Tags Found",3500,"QODE is a brand new event for Brisbane, part of the “Curiocity” event running in March and April 2019.",,
Conference,Headline,Enabled,All,https://qode19.com/,"No H1 Tags Found",3500,"Unlike any other innovation and technology event, QODE will be a live and energetic experience focused on delivering inspirational content to the startup and entrepreneurial community.",,
Conference,Headline,Enabled,All,https://qode19.com/,"No H1 Tags Found",3500,"QODE is targeted at entrepreneurial startup and investment communities.  With its strong emphasis on inspirational and educational content, QODE will also deliver critical information to company executives and government officials wanting to better understand the future business landscape.",,
Conference,Headline,Enabled,All,https://qode19.com/,"No H1 Tags Found",3500,"It disrupts long–standing stable industries – look at the impact of Amazon on retail, Twitter on NewsMedia, Uber on Taxis – just to name a few.
It creates new businesses and new industries.
And while we don’t know exactly what lies ahead, one thing is certain – companies, cities and economies that don’t embrace and adapt to the new technology trends will be left behind.
QODE is a new technology and innovation event for Australia – right in the heart of Brisbane – gateway to the Asia Pacific
QODE is for companies, government officials, investors, entrepreneurs and startups – all trying to understand what the future business landscape will look like as technology drives continuous change.
Featuring global experts presenting centre–stage over two days, QODE will be unlike any other technology event in Australia:",,
Conference,Headline,Enabled,All,https://qode19.com/,"No H1 Tags Found",3500,"{
Location=Brisbane
Time=fromString(“02/04/2019”);
}",,
Conference,Headline,Enabled,All,https://qode19.com/,"No H1 Tags Found",3500,"Machine Learning and Artificial Intelligence 101:",,
Conference,Headline,Enabled,All,https://qode19.com/,"No H1 Tags Found",3500,"Solving complex problems, finding new insights with fusion of data, delivered in real-time. And it’s getting easier, cheaper and faster to deploy.",,
Conference,Headline,Enabled,All,https://qode19.com/,"No H1 Tags Found",3500,"USA Vs China – the race to AI domination, and where Australia fits in. Tapping into the AI Economy.",,
Conference,Headline,Enabled,All,https://qode19.com/,"No H1 Tags Found",3500,"Data as the new world oil.",,
Conference,Headline,Enabled,All,https://qode19.com/,"No H1 Tags Found",3500,"Data substantiates AI and is the main driver for growth and wealth.",,
