"Ad Group","Click type","Ad status","Device preference","Final URL","Headline 1","Headline 2",Description,"Path 1","Path 2"
adg_1,Headline,Enabled,All,https://www.talcid.de,"Talcid®, das meistverkaufte Mittel gegen Sodbrennen*","Das Wichtigste auf einen Blick","Wer häufiger mit einer zu großen Menge Magensäure zu tun hat, weiß wie belastend das sein kann - denn leider bleibt die Säure oft nicht im Magen. Sie kann auch in die Speiseröhre gelangen und dort für Schmerzen und andere charakteristische Symptome sorgen. Hält der natürliche Schutz des Magens den Strapazen nicht mehr stand, kann es auch dort zu Beschwerden und krankhaften Veränderungen kommen.",,
adg_1,Headline,Enabled,All,https://www.talcid.de,"Talcid®, das meistverkaufte Mittel gegen Sodbrennen*","Das Wichtigste auf einen Blick","Zum Glück gibt es Talcid® - als Kautabletten und Liquid! Talcid® lindert nicht nur Beschwerden, es schützt außerdem den Magen vor den schädlichen Einflüssen der Magensäure:",,
adg_1,Headline,Enabled,All,https://www.talcid.de,"Talcid®, das meistverkaufte Mittel gegen Sodbrennen*","Das Wichtigste auf einen Blick","1. In-vitro-Untersuchung. Tarnawski A. et al. Gastric Cytoprotection Beyond Prostaglandins: Cellular and Molecular Mechanisms of Gastroprotective and Ulcer Healing Actions of Antacids. Curr Pharmaceutical Design 2013; 19: 126-132",,
adg_1,Headline,Enabled,All,https://www.talcid.de,"Talcid®, das meistverkaufte Mittel gegen Sodbrennen*","Das Wichtigste auf einen Blick","Talcid® Kautabletten,Talcid® Liquid",,
adg_1,Headline,Enabled,All,https://www.talcid.de,"Talcid®, das meistverkaufte Mittel gegen Sodbrennen*","Das Wichtigste auf einen Blick","Wirkstoff: Hydrotalcit",,
adg_1,Headline,Enabled,All,https://www.talcid.de,"Talcid®, das meistverkaufte Mittel gegen Sodbrennen*","Das Wichtigste auf einen Blick","Anwendungsgebiete: Zur symptomatischen Behandlung von Erkrankungen, bei denen die Magensäure gebunden werden soll: Sodbrennen und säurebedingte Magenbeschwerden.",,
adg_1,Headline,Enabled,All,https://www.talcid.de,"Talcid®, das meistverkaufte Mittel gegen Sodbrennen*","Das Wichtigste auf einen Blick","Zu Risiken und Nebenwirkungen lesen Sie die Packungsbeilage und fragen Sie Ihren Arzt oder Apotheker.",,
adg_1,Headline,Enabled,All,https://www.talcid.de,"Talcid®, das meistverkaufte Mittel gegen Sodbrennen*","Das Wichtigste auf einen Blick","Bayer Vital GmbH, 51368 Leverkusen, Deutschland Stand: 11/2018",,
adg_1,Headline,Enabled,All,https://www.talcid.de,"Talcid®, das meistverkaufte Mittel gegen Sodbrennen*","Das Wichtigste auf einen Blick","Schnelle und verträgliche Hilfe gegen Sodbrennen: Talcid® lindert Ihre magensäurebedingten Symptome. Erfahren Sie mehr!",,
adg_1,Headline,Enabled,All,https://www.talcid.de,"Talcid®, das meistverkaufte Mittel gegen Sodbrennen*","Talcid® – Die Produktpalette","Wer häufiger mit einer zu großen Menge Magensäure zu tun hat, weiß wie belastend das sein kann - denn leider bleibt die Säure oft nicht im Magen. Sie kann auch in die Speiseröhre gelangen und dort für Schmerzen und andere charakteristische Symptome sorgen. Hält der natürliche Schutz des Magens den Strapazen nicht mehr stand, kann es auch dort zu Beschwerden und krankhaften Veränderungen kommen.",,
